"title","age","genres","imdb","rotten_tomatoes","year","keywords"
"The Bachelor"," 14 (TV-14)","Reality, Romance, Game Show, Drama","3.2",NA,"2002","Free Services, Netflix, HBO MAX, Hulu"
"Mr. D",NA,"","6.5",NA,"2012",""
"Ruyi's Royal Love in the Palace",NA,"Drama, History, Romance","7.6",NA,"2018",""
"Hakuoki -Demon Of The Fleeting Blossom-","18 (TV-MA)","Animation, Action & Adventure, Drama, Fantasy, Science-Fiction","7.4",NA,"2010",""
"The Bisexual",NA,"","6.1",92,"2018",""
"Blue Dragon",NA,"Animation, Children, Action & Adventure, Comedy, Fantasy","6.3",NA,"2007",""
"Alvinnn!!! and The Chipmunks","7 (TV-PG)","Animation, Comedy, Family, Musical","4.5",NA,"2015","Free Services, Hulu, Nick, fuboTV"
"Rosa Diamante",NA,"","8.3",NA,"2012",""
"The Gumby Show","All (TV-G)","Animation, Action & Adventure, Comedy, Family, Fantasy","7",NA,"1955",""
"Marriage Boot Camp: Reality Stars","14 (TV-14)","","4.5",NA,"2014",""
"Jimmy Kimmel Live!"," 14 (TV-14)","","6.6",NA,"2003",""
"Kids Baking Championship","All (TV-G)","Food, Reality, Game Show","7",NA,"2015","Free Services, Hulu, Food Network, fuboTV"
"Born This Way","7 (TV-PG)","Reality, Comedy, Drama","8.3",NA,"2015",""
"Conviction"," 14 (TV-14)","Drama, Crime, Mystery","7",NA,"2006",""
"What Would You Do?","7 (TV-PG)","","7.2",NA,"2008",""
"Corpse Princess","7 (TV-PG)","Action & Adventure, Anime, Animation, Fantasy, Drama, Horror, Thriller, Science-Fiction","6.9",NA,"2008",""
"Madeline","All (TV-G)","Animation, Children, Family, Romance","6.9",NA,"1993","Free Services, Prime Video, Hulu, Starz, CBS All Access"
"Heartstrings","14 (TV-14)","Comedy, Drama, Romance","7.2",NA,"2011",""
"Watch Over Me","14 (TV-14)","","6.4",NA,"2006",""
"The Dude Perfect Show","7 (TV-PG)","Action & Adventure, Reality, Comedy","6.6",NA,"2016",""
"Dream Corp LLC","14 (TV-14)","","7.1",NA,"2016","Free Services, Hulu, Adult Swim, fuboTV"
"Worth It",NA,"Reality, Comedy, Food","8.6",NA,"2016",""
"The Dick Cavett Show",NA,"","8.4",NA,"1968",""
"Genius Junior","All (TV-G)","","7.5",NA,"2018",""
"Yu-Gi-Oh! 5D's"," All (TV-G)","Action & Adventure, Animation, Fantasy, Science-Fiction","6.7",NA,"5",""
"Aria the Scarlet Ammo","14 (TV-14)","Action & Adventure, Anime, Animation, Comedy, Science-Fiction, Fantasy, Drama, Romance, Thriller","6.8",NA,"2011",""
"Saints & Sinners","14 (TV-14)","","7.3",NA,"2016",""
"James May's Man Lab",NA,"","7.8",NA,"2010",""
"The Wall","7 (TV-PG)","","5.9",NA,"2016","Free Services, Hulu, NBC, fuboTV"
"Feed the Beast","14 (TV-14)","","6.7",23,"2016",""
"Love & Hip Hop Hollywood","14 (TV-14)","","5.2",NA,"2014",""
"Dueños del Paraíso","14 (TV-14)","Action & Adventure, Crime, Drama, Documentary, Romance","7.1",NA,"2015",""
"Here's Lucy","All (TV-G)","","6.9",NA,"1968",""
"T.U.F.F. Puppy","7 (TV-PG)","Animation, Children, Comedy, Action & Adventure, Crime, Family","5.6",NA,"2010",""
"Behind Bars: Rookie Year"," 14 (TV-14)","","7.7",NA,"2015",""
"Celia",NA,"Biography, Drama, Family","8.2",NA,"2015",""
"Ask This Old House","All (TV-G)","Home & Garden, Reality, Documentary","7.6",NA,"2002",""
"Black Cat","14 (TV-14)","Action & Adventure, Anime, Animation, Crime, Mystery, Science-Fiction, Comedy, Fantasy","7.1",NA,"2005",""
"Fated to Love You","7 (TV-PG)","Comedy, Drama, Romance","7.4",NA,"2008",""
"Australia's Next Top Model",NA,"","6",NA,"2005",""
"Chuggington"," All (TV-G)","Animation, Children, Family","5.9",NA,"2008",""
"The Loop","14 (TV-14)","","7.4",NA,"2006",""
"Nicky, Ricky, Dicky & Dawn"," All (TV-G)","Comedy, Family, Children","5.1",NA,"2014",""
"Sin tetas no hay paraíso","18 (TV-MA)","Drama, Romance, Thriller, Action & Adventure","5.6",NA,"2008",""
"Still 17",NA,"Comedy, Romance, Drama, Crime, Mystery","7.8",NA,"17",""
"Astroblast!","All (TV-G)","","6.8",NA,"2014",""
"Insane Pools: Off the Deep End","7 (TV-PG)","","7.1",NA,"2015",""
"1969",NA,"Documentary, History, Reality","6.9",NA,"1969",""
"The Murder of Laci Peterson","14 (TV-14)","Documentary, Crime, Reality","7.4",NA,"2017",""
"Curiosity","14 (TV-14)","","7.8",NA,"2011",""
"Sherman's Showcase","18 (TV-MA)","","5.4",100,"2019",""
"Food Network Star","7 (TV-PG)","Reality, Game Show, Food","6.3",NA,"2005","Free Services, Hulu, Food Network, fuboTV"
"Senryu Girl"," 7 (TV-PG)","Animation, Anime, Comedy, Drama, Romance","7",NA,"2019",""
"Sherlock Holmes",NA,"Crime, Drama, Mystery","7.7",NA,"1954",""
"Taken at Birth",NA,"History, Crime, Documentary, Reality","8.3",NA,"2019",""
"Neon Joe, Werewolf Hunter","14 (TV-14)","Comedy, Horror, Science-Fiction, Fantasy","7.2",NA,"2015",""
"VanDread","14 (TV-14)","Action & Adventure, Anime, Animation, Comedy, Science-Fiction, Drama","7.1",NA,"2000",""
"Rica, Famosa, Latina",NA,"","5.5",NA,"2014",""
"American Gladiators",NA,"Reality, Sport, Action & Adventure, Game Show","5.6",NA,"2008",""
"Nanny and the Professor",NA,"Children, Comedy, Fantasy, Science-Fiction","7.1",NA,"1970",""
"Young Hercules","7 (TV-PG)","Action & Adventure, Fantasy, Science-Fiction","5.8",NA,"1998",""
"High School USA!","18 (TV-MA)","","6.4",44,"2013",""
"Gap Year",NA,"","7",NA,"2017",""
"The First 48 Presents: Homicide Squad Atlanta","14 (TV-14)","Documentary, Crime, Reality","8.4",NA,"48",""
"Black Blood Brothers","14 (TV-14)","Action & Adventure, Anime, Animation, Comedy, Fantasy, Horror, Mystery, Thriller, Drama","7.1",NA,"2006","Based on Books, Friendship, Police, Vampire, Magic, Supernatural, Futuristic"
"Life and Death Row",NA,"","8.3",NA,"2014",""
"Steampunk'd",NA,"","5.8",NA,"2015",""
"The Romeo Section","14 (TV-14)","","6.9",NA,"2015",""
"Little Mosque on the Prairie","7 (TV-PG)","","5.6",NA,"2007",""
"The Hotwives of Orlando","14 (TV-14)","","7.4",85,"2014",""
"The Wallflower","14 (TV-14)","Animation, Anime, Comedy, Drama","7.4",NA,"2006","Coming of Age, Parody, Medieval, Adaptation"
"Flip or Flop","All (TV-G)","Family, Home & Garden, Reality, Documentary","6.1",NA,"2013","Free Services, Hulu, HGTV, fuboTV"
"Monster Rancher","7 (TV-PG)","Animation, Action & Adventure, Comedy, Drama, Fantasy, Thriller, Mystery","7.1",NA,"1999",""
"Treehouse Masters","7 (TV-PG)","Reality, Comedy, Documentary","7.3",NA,"2013",""
"Undefeated Bahamut Chronicle",NA,"Animation, Comedy, Fantasy, Action & Adventure, Science-Fiction, Romance","6.5",NA,"2016",""
"恋と選挙とチョコレート"," 18 (TV-MA)","Animation, Comedy, Drama, Romance","7.2",NA,"2012",""
"Holiday Baking Championship","All (TV-G)","Family, Reality, Food","7.5",NA,"2014","Free Services, Hulu, Food Network, fuboTV"
"Wild Things with Dominic Monaghan","14 (TV-14)","","8.4",NA,"2013",""
"I Am Cait","14 (TV-14)","Documentary, LGBTQ, Reality","3.5",86,"2015",""
"I Spy",NA,"Action & Adventure, Travel, Comedy, Crime","7.1",NA,"1965",""
"The Happy Days of Garry Marshall",NA,"","7.7",NA,"2020",""
"Rabbids Invasion","7 (TV-PG)","Animation, Children, Comedy, Family","5",NA,"2013","Free Services, Netflix, Hulu, Nick"
"Our Cartoon President","18 (TV-MA)","Comedy, Animation, Action & Adventure","5.1",NA,"2018",""
"Uta no Prince-sama",NA,"","6.5",NA,"2011",""
"NASA's Unexplained Files","All (TV-G)","","6.6",NA,"2014",""
"The Aliens",NA,"Comedy, Drama, Fantasy, Science-Fiction","6",NA,"2016","Dystopia, Alien, Drug, Psychology"
"頭文字D First Stage"," 7 (TV-PG)","Action & Adventure, Animation, Sport, Comedy","8.4",NA,"1998",""
"Cockroaches",NA,"","6.2",NA,"2015",""
"Flirty Dancing"," 7 (TV-PG)","","6.6",100,"2019","Free Services, Hulu, FOX, fuboTV"
"Who The (Bleep) Did I Marry?","7 (TV-PG)","Documentary, Drama, Reality, Biography, Crime","6.6",NA,"2010",""
"Long Island Medium"," 7 (TV-PG)","Reality, Documentary, Thriller, Mystery","4.8",NA,"2011",""
"Bleak House",NA,"","7.4",NA,"1985",""
"Witchblade","18 (TV-MA)","Action & Adventure, Animation, Fantasy, Drama, Horror, Science-Fiction, Comedy, Mystery","7.2",NA,"2006",""
"Below the Surface",NA,"Drama, Thriller, Crime","7.2",NA,"2017",""
"Who Wants to Be a Millionaire","14 (TV-14)","","6.1",NA,"2018",""
"WITS Academy","All (TV-G)","Comedy, Fantasy, Drama, Children, Family","5.7",NA,"2015",""
"Caribbean Life"," All (TV-G)","","6.7",NA,"2014","Free Services, Hulu, HGTV, fuboTV"
"Hidden Potential","7 (TV-PG)","Reality, Documentary, Home & Garden","6.9",NA,"2018","Free Services, Hulu, HGTV, fuboTV"
"The Strange Calls","18 (TV-MA)","","7.4",NA,"2012",""
"Threesome","18 (TV-MA)","","7.6",NA,"2011",""
"My Strange Addiction","14 (TV-14)","Reality, Documentary, Biography","5.7",NA,"2010",""
"Dagashi Kashi","14 (TV-14)","Animation, Anime, Comedy, Romance","6.2",NA,"2016",""
"Flea Market Flip"," All (TV-G)","","6.6",NA,"2012","Free Services, Hulu, DIY, HGTV, fuboTV"
"Bong Appétit","14 (TV-14)","Documentary, Food, Reality","8",NA,"2016","Free Services, Hulu, Viceland, fuboTV"
"Lucas Bros Moving Co","18 (TV-MA)","Animation, Comedy, Family","7",NA,"2013",""
"Boy Band",NA,"","5.2",NA,"2017",""
"Cults and Extreme Belief","14 (TV-14)","","7.6",NA,"2018",""
"Total Wipeout",NA,"","6",NA,"2009",""
"Breaking Amish",NA,"","5",NA,"2012",""
"Card Captor Sakura: Clear Card",NA,"Animation, Action & Adventure, Comedy, Fantasy, Romance, Children","7.9",NA,"2018",""
"Indebted","14 (TV-14)","","4.4",25,"2020",""
"School of Rock","All (TV-G)","Comedy, Family, Musical, Children","4.3",NA,"2016",""
"The Gong Show","7 (TV-PG)","","7",NA,"1976",""
"Snake City",NA,"","8.6",NA,"2014","Free Services, Hulu, FOX, NatGeo"
"The Librarians",NA,"","6.9",NA,"2007",""
"Broken Angel","7 (TV-PG)","Crime, Drama, Mystery","7.1",NA,"2013",""
"Holly Hobbie"," 7 (TV-PG)","Drama, Family, Children","6.5",NA,"2018",""
"Labor of Love","14 (TV-14)","","3.6",50,"2020",""
"Dancing with the Stars","7 (TV-PG)","Reality, Family, Game Show, Musical","4.4",NA,"2005",""
"Mischief of the Gods","14 (TV-14)","Animation, Anime, Drama, Fantasy, Romance","7.2",NA,"2014",""
"Casey Anthony: An American Murder Mystery","14 (TV-14)","Biography, Crime, History, Documentary, Drama","7.2",NA,"2017",""
"The Other Guy","18 (TV-MA)","","6.8",NA,"2017",""
"Negima!","7 (TV-PG)","Animation, Anime, Comedy, Fantasy, Drama, Romance, Action & Adventure, Science-Fiction","6.1",NA,"2005",""
"Filthy Rich",NA,"","7.2",NA,"2016",""
"I Am Jazz","7 (TV-PG)","","4.1",NA,"2015",""
"Safe Harbor",NA,"Drama, Comedy, Family","7.3",83,NA,""
"Jodi Arias: An American Murder Mystery",NA,"","7",NA,"2018",""
"The Ambition of Oda Nobuna","14 (TV-14)","Science-Fiction, Anime, Animation, Comedy, Action & Adventure, History, Romance","6.5",NA,"2012",""
"Kino's Journey: The Beautiful World - The Animated Series","18 (TV-MA)","Animation, Anime, Drama, Action & Adventure, Fantasy, Science-Fiction","7.1",NA,"2017",""
"Your Worst Nightmare","14 (TV-14)","Crime, Documentary, Thriller","7",NA,"2014",""
"Match Game"," 14 (TV-14)","","6.1",NA,"1973",""
"Food Paradise"," All (TV-G)","Travel, Documentary, Reality, Food","7.9",NA,"2007","Free Services, Hulu, Travel Channel, Food Network, fuboTV"
"Ready, Steady, Wiggle!","All (TV-G)","Children, Action & Adventure, Family, Fantasy","8.4",NA,"2013",""
"StarTalk with Neil deGrasse Tyson",NA,"","7.8",NA,"2015","Prime Video, Hulu, FOX, NatGeo"
"Caillou"," All (TV-G)","Animation, Family, Drama, Children, Fantasy","4.1",NA,"1998",""
"The Tesla Files",NA,"Documentary, Mystery, History","7.3",NA,"2018",""
"The Real Housewives of Potomac","14 (TV-14)","","4.3",NA,"2016",""
"The Killer Speaks"," 14 (TV-14)","","7.4",NA,"2013",""
"Aoharu x Machinegun","14 (TV-14)","Comedy, Anime, Action & Adventure, Drama, Animation","6.6",NA,"2015",""
"Cupcake Wars"," All (TV-G)","Reality, Food, Game Show","5.8",NA,"2010",""
"Psychic Detective Yakumo","14 (TV-14)","Action & Adventure, Animation, Mystery, Thriller, Drama, Crime","6.7",NA,"2010",""
"Bloque de Búsqueda",NA,"","7.8",NA,"2016",""
"Make It Pop","All (TV-G)","Children, Comedy, Drama, Musical","4.9",NA,"2015",""
"Sunnyside",NA,"","4.9",38,"2019",""
"Sanjay and Craig","7 (TV-PG)","Animation, Children, Action & Adventure, Comedy, Family","4.4",NA,"2013",""
"Beautiful Bones: Sakurako’s Investigation","18 (TV-MA)","Animation, Anime, Crime, Drama, Mystery","6.9",NA,"2015",""
"Miz & Mrs"," 14 (TV-14)","","6.3",NA,"2018",""
"Brothers Conflict","14 (TV-14)","Animation, Anime, Romance, Comedy","6.1",NA,"2013",""
"The $100,000 Pyramid","14 (TV-14)","","6.2",NA,"100000",""
"Nabari no Ou","14 (TV-14)","Action & Adventure, Anime, Animation, Comedy, Fantasy, Drama, Science-Fiction","6.5",NA,"2008",""
"Brave 10","7 (TV-PG)","Animation, Comedy, Action & Adventure","6.6",NA,"10",""
"A Little Late with Lilly Singh","14 (TV-14)","","1.7",90,"2019",""
"Destiny",NA,"","9.6",NA,"2014",""
"Oddbods","7 (TV-PG)","Animation, Children, Comedy","6.3",NA,"2016",""
"Blade and Soul","18 (TV-MA)","Action & Adventure, Anime, Animation, Fantasy, Science-Fiction","6",NA,"2014",""
"Man Up!","7 (TV-PG)","","6.6",21,"2011",""
"Cash Cab",NA,"","7.2",NA,"2008",""
"Soul Eater Not!","14 (TV-14)","Action & Adventure, Anime, Animation, Comedy, Fantasy","5.7",NA,"2014",""
"Demon Lord, Retry!","14 (TV-14)","Animation, Anime, Action & Adventure, Fantasy, Comedy, Science-Fiction","6.7",NA,"2019",""
"Beat Shazam"," 14 (TV-14)","","6",NA,"2017","Free Services, Hulu, FOX, fuboTV"
"Juana la virgen",NA,"","5.9",NA,"2002",""
"Sex Sent Me to the ER","18 (TV-MA)","Documentary, Reality, Comedy, Drama","5.4",NA,"2013","Prime Video, Hulu, TLC, fuboTV"
"Napoleon Dynamite","7 (TV-PG)","","6.4",25,"2012",""
"Kaleido Star"," 14 (TV-14)","Animation, Comedy, Drama, Fantasy, Romance","7.7",NA,"2003",""
"Too Cute","7 (TV-PG)","","8.5",NA,"2011","Free Services, Hulu, Science, fuboTV"
"The Hunt with John Walsh","14 (TV-14)","Crime, Documentary, Reality","7.5",NA,"2014",""
".hack","7 (TV-PG)","Action & Adventure, Anime, Animation, Drama, Fantasy, Mystery, Science-Fiction, Thriller","6.9",18,"2003",""
"Sister Wives","14 (TV-14)","","4.3",NA,"2010",""
"Siblings",NA,"","7.1",NA,"2014",""
"Children of the Snow","14 (TV-14)","Crime, Reality, Documentary","7.3",NA,"2019",""
"Outbreak Company","14 (TV-14)","Animation, Anime, Fantasy, Comedy, Drama, Romance","7",NA,"2013",""
"The History of Comedy","18 (TV-MA)","Documentary, Comedy, History","7.8",NA,NA,""
"The Munsters Today",NA,"","5.3",NA,"1988",""
"Marrying Millions",NA,"","5.6",NA,"2019",""
"Jeopardy! The Greatest of All Time","7 (TV-PG)","","8.6",NA,"2020",""
"Love Connection",NA,"Game Show, Reality, Romance",NA,NA,"2017",""
"The Awesomes","14 (TV-14)","Animation, Comedy, Action & Adventure","7.3",NA,"2013",""
"Cake"," 18 (TV-MA)","","6",NA,"2019",""
"Gugure! Kokkuri-san",NA,"Animation, Anime, Comedy, Romance, Fantasy","7.4",NA,"2014",""
"Yu-Gi-Oh! Zexal","7 (TV-PG)","Animation, Action & Adventure, Comedy, Fantasy, Science-Fiction","4.8",NA,"2011","Free Services, Netflix, Prime Video, Hulu"
"The Chew","7 (TV-PG)","","5.2",NA,"2011",""
"The Tower of Druaga: The Aegis of Uruk","7 (TV-PG)","Animation, Anime, Fantasy, Action & Adventure, Comedy, Romance, Science-Fiction","6.8",NA,"2008",""
"Nura: Rise of the Yokai Clan",NA,"","7.6",NA,"2010",""
"Basketball Wives LA","7 (TV-PG)","","4.2",NA,"2011","Free Services, Hulu, VH1, BET+"
"LEGO Friends","All (TV-G)","","5.2",NA,"2012","Netflix, Prime Video, Hulu, Disney"
"I Love New York"," 14 (TV-14)","","4.5",NA,"2007",""
"Bridezillas","14 (TV-14)","Reality, Romance, Comedy, Action & Adventure","3.9",NA,"2004",""
"Mythbusters Jr.","7 (TV-PG)","","6.8",NA,"2019","Free Services, Hulu, Science, fuboTV"
"The Millionaire Matchmaker","7 (TV-PG)","","4.6",NA,"2008",""
"Britain's Best Home Cook",NA,"","7.8",NA,"2018",""
"El Mariachi",NA,"","8",NA,"2014",""
"Blade Dance of Elementalers","14 (TV-14)","Action & Adventure, Animation, Fantasy, Comedy, Romance","6.7",NA,"2014",""
"Wasted",NA,"","7.4",NA,"2016",""
"Wicked Tuna: Outer Banks","14 (TV-14)","","6.5",NA,"2014",""
"Aquarion","18 (TV-MA)","Animation, Anime, Science-Fiction, Action & Adventure, Comedy, Drama, Fantasy","6.6",NA,"2005",""
"Fresh Off the Boat","14 (TV-14)","Biography, Comedy, Documentary, Food, Travel","7.8",NA,"2012",""
"The Riveras","7 (TV-PG)","","6.9",NA,"2016",""
"House Hunters Renovation"," All (TV-G)","Reality, Travel, Home & Garden","6.4",NA,"2012","Hulu, DIY, HGTV, fuboTV"
"Cake Wars","All (TV-G)","","6.1",NA,"2015",""
"WWE Main Event","7 (TV-PG)","Sport, Action & Adventure, Game Show, Drama","6.5",NA,"2012",""
"Part of Me","14 (TV-14)","Drama, Fantasy, Romance, Crime, Mystery","8.6",NA,"2014","Mexico, America"
"Open Door",NA,"","6",NA,"2019",""
"The Show Must Go On: The Queen + Adam Lambert Story",NA,"","8.5",NA,"2019",""
"Stars Align","14 (TV-14)","Animation, Anime, Drama, Sport, Family, Romance","7",NA,"2019",""
"Samurai Harem","18 (TV-MA)","Animation, Anime, Comedy, Drama, Romance, Sport","5.9",NA,"2009",""
"Stacked"," 7 (TV-PG)","","6",NA,"2005",""
"Chopped Junior",NA,"Family, Food, Reality","6.5",NA,"2015","Free Services, Hulu, Food Network, fuboTV"
"Property Brothers: Buying and Selling","All (TV-G)","","7.1",NA,"2012",""
"Living With Fran",NA,"","5.8",NA,"2005",""
"NY-LON"," 18 (TV-MA)","Drama, Comedy, Romance","7.5",NA,"2004",""
"Special A","14 (TV-14)","Animation, Comedy, Drama, Romance","7.3",NA,"2008",""
"Toopy and Binoo","All (TV-G)","Children, Animation, Comedy, Family","6.8",NA,"2005",""
"Beachfront Bargain Hunt","All (TV-G)","Family, Home & Garden, Reality, Travel, Documentary","6.7",NA,"2013","Free Services, Hulu, HGTV, fuboTV"
"Metástasis","14 (TV-14)","Crime, Drama, Thriller","2.5",NA,"2014",""
"Nutri Ventures – The Quest for the 7 Kingdoms"," All (TV-G)","","7.3",NA,"2013",""
"The Adventures of Paddington Bear","All (TV-G)","Action & Adventure, Animation, Children, Family","7.1",NA,"1997","Free Services, Hulu, Starz, CBS All Access"
"Endlings",NA,"Action & Adventure, Science-Fiction, Children","4",NA,"2020",""
"Scorned: Love Kills","14 (TV-14)","Crime, Documentary, Reality","6.8",NA,"2012",""
"Law & Order True Crime","14 (TV-14)","Crime, Drama, Mystery, Thriller, Documentary","7.4",NA,"2017",""
"Sheriff Callie's Wild West","All (TV-G)","Children, Animation, Action & Adventure","6.4",NA,"2013",""
"Gordon Ramsay's Home Cooking",NA,"","8.4",NA,"2013",""
"The High Fructose Adventures of Annoying Orange","7 (TV-PG)","Action & Adventure, Animation, Children","2",NA,"2012",""
"Flavor of Love","14 (TV-14)","Reality, Game Show, Romance","4.4",NA,"2006",""
"My Dead Ex",NA,"Comedy, Drama, Fantasy, Science-Fiction, Romance","7.2",NA,"2018",""
"I Love Jenni","7 (TV-PG)","Biography, Comedy, Drama","8",NA,"2015",""
"Uncle Grandpa","7 (TV-PG)","Action & Adventure, Comedy, Animation, Science-Fiction, Fantasy","4.2",NA,"2013",""
"Four Weddings","7 (TV-PG)","Documentary, Reality, Game Show","5.4",NA,"2009",""
"Chio's School Road",NA,"Animation, Anime, Comedy","7.3",NA,"2018","Free Services, Hulu, Crunchyroll, Funimation"
"Shark Week"," 14 (TV-14)","","8.1",NA,"1987",""
"Fujiko",NA,"","9",NA,"2015",""
"Hayate the Combat Butler",NA,"Animation, Anime, Action & Adventure, Comedy, Crime, Drama, Romance","6.9",NA,"2007",""
"Victoria's Secret Fashion Show"," 18 (TV-MA)","","8.2",NA,"2001",""
"Miles from Tomorrowland","All (TV-G)","Animation, Action & Adventure, Family, Science-Fiction, Fantasy, Children","6.7",NA,"2015",""
"Tenchi Muyô! GXP","7 (TV-PG)","Animation, Comedy, Science-Fiction, Action & Adventure, Fantasy, Romance","7.1",NA,"2002",""
"Veni Vidi Vici","18 (TV-MA)","","5.9",NA,"2017",""
"The Kennedys","7 (TV-PG)","Comedy, Drama, History, Romance","7.2",NA,"2015",""
"Azur Lane","14 (TV-14)","Animation, Anime, Action & Adventure, Drama, Fantasy, Science-Fiction","5.7",NA,"2019",""
"Toddlers & Tiaras"," 7 (TV-PG)","","1.8",NA,"2009",""
"Dead Boss",NA,"","6.6",NA,"2012",""
"1990s: The Deadliest Decade"," 14 (TV-14)","Crime, Reality, Documentary","7.9",NA,"1990",""
"Inside the Criminal Mind","18 (TV-MA)","","5.4",NA,"2001",""
"Late Night with Seth Meyers","14 (TV-14)","","6.1",NA,"2014",""
"Guidance","7 (TV-PG)","","5.8",NA,"2015",""
"All Night",NA,"","5.6",NA,"2017",""
"VICE Investigates","18 (TV-MA)","","6.3",NA,"2019",""
"Hello Kitty's Furry Tale Theater","All (TV-G)","Animation, Comedy, Family, Fantasy","6.2",NA,"1987",""
